entity,code,year,solar_(twh_-_equivalent)
High-income countries,,1969,0.0
High-income countries,,1970,0.0
High-income countries,,1971,0.0
High-income countries,,1972,0.0
High-income countries,,1973,0.0
High-income countries,,1974,0.0
High-income countries,,1975,0.0
High-income countries,,1976,0.0
High-income countries,,1977,0.0
High-income countries,,1978,0.0
High-income countries,,1979,0.0
High-income countries,,1980,0.0
High-income countries,,1981,0.0
High-income countries,,1982,0.0
High-income countries,,1983,0.008870971
High-income countries,,1984,0.018661888
High-income countries,,1985,0.034737136
High-income countries,,1986,0.044898525
High-income countries,,1987,0.031353053
High-income countries,,1988,0.030149333
High-income countries,,1989,0.7753911
High-income countries,,1990,1.13918
High-income countries,,1991,1.4821106
High-income countries,,1992,1.3619272
High-income countries,,1993,1.6224098
High-income countries,,1994,1.7356493
High-income countries,,1995,1.850604
High-income countries,,1996,2.0052211
High-income countries,,1997,2.1483417
High-income countries,,1998,2.3203235
High-income countries,,1999,2.5874166
High-income countries,,2000,2.9751143
High-income countries,,2001,3.9642148
High-income countries,,2002,4.9633713
High-income countries,,2003,6.17447
High-income countries,,2004,8.127309
High-income countries,,2005,11.482106
High-income countries,,2006,15.772112
High-income countries,,2007,21.22113
High-income countries,,2008,34.524647
High-income countries,,2009,57.124687
High-income countries,,2010,90.4881
High-income countries,,2011,168.37129
High-income countries,,2012,253.50435
High-income countries,,2013,330.9882
High-income countries,,2014,436.6929
High-income countries,,2015,533.4265
High-income countries,,2016,620.55975
High-income countries,,2017,742.44165
High-income countries,,2018,845.52264
High-income countries,,2019,966.7635
High-income countries,,2020,1147.913
High-income countries,,2021,1362.9441
High-income countries,,2022,1674.0802
High-income countries,,2023,1933.9067
Hong Kong,HKG,1990,0.0
Hong Kong,HKG,1991,0.0
Hong Kong,HKG,1992,0.0
Hong Kong,HKG,1993,0.0
Hong Kong,HKG,1994,0.0
Hong Kong,HKG,1995,0.0
Hong Kong,HKG,1996,0.0
Hong Kong,HKG,1997,0.0
Hong Kong,HKG,1998,0.0
Hong Kong,HKG,1999,0.0
Hong Kong,HKG,2000,0.0
Hong Kong,HKG,2001,0.0
Hong Kong,HKG,2002,0.0
Hong Kong,HKG,2003,0.0
Hong Kong,HKG,2004,0.0
Hong Kong,HKG,2005,0.0
Hong Kong,HKG,2006,0.0
Hong Kong,HKG,2007,0.0
Hong Kong,HKG,2008,0.0
Hong Kong,HKG,2009,0.0
Hong Kong,HKG,2010,0.0027755776
Hong Kong,HKG,2011,0.008275972
Hong Kong,HKG,2012,0.008225805
Hong Kong,HKG,2013,0.00817625
Hong Kong,HKG,2014,0.008127306
Hong Kong,HKG,2015,0.010771888
Hong Kong,HKG,2016,0.010708138
Hong Kong,HKG,2017,0.014916527
Hong Kong,HKG,2018,0.016887667
Hong Kong,HKG,2019,0.04375722
Hong Kong,HKG,2020,0.13718417
Hong Kong,HKG,2021,0.31494057
Hong Kong,HKG,2022,0.608225
Hong Kong,HKG,2023,0.6268386
Hungary,HUN,1990,0.0
Hungary,HUN,1991,0.0
Hungary,HUN,1992,0.0
Hungary,HUN,1993,0.0
Hungary,HUN,1994,0.0
Hungary,HUN,1995,0.0
Hungary,HUN,1996,0.0
Hungary,HUN,1997,0.0
Hungary,HUN,1998,0.0
Hungary,HUN,1999,0.0
Hungary,HUN,2000,0.0
Hungary,HUN,2001,0.0
Hungary,HUN,2002,0.0
Hungary,HUN,2003,0.0
Hungary,HUN,2004,0.0
Hungary,HUN,2005,0.0
Hungary,HUN,2006,0.0
Hungary,HUN,2007,0.0
Hungary,HUN,2008,0.0028100556
Hungary,HUN,2009,0.002792722
Hungary,HUN,2010,0.0027755776
Hungary,HUN,2011,0.0027586555
Hungary,HUN,2012,0.021935472
Hungary,HUN,2013,0.06813556
Hungary,HUN,2014,0.18150945
Hungary,HUN,2015,0.37970915
Hungary,HUN,2016,0.6531972
Hungary,HUN,2017,0.9287903
Hungary,HUN,2018,1.6641624
Hungary,HUN,2019,3.9460506
Hungary,HUN,2020,6.458045
Hungary,HUN,2021,9.932906
Hungary,HUN,2022,12.336962
Hungary,HUN,2023,16.979935
Iceland,ISL,1990,0.0
Iceland,ISL,1991,0.0
Iceland,ISL,1992,0.0
Iceland,ISL,1993,0.0
Iceland,ISL,1994,0.0
Iceland,ISL,1995,0.0
Iceland,ISL,1996,0.0
Iceland,ISL,1997,0.0
Iceland,ISL,1998,0.0
Iceland,ISL,1999,0.0
Iceland,ISL,2000,0.0
Iceland,ISL,2001,0.0
Iceland,ISL,2002,0.0
Iceland,ISL,2003,0.0
Iceland,ISL,2004,0.0
Iceland,ISL,2005,0.0
Iceland,ISL,2006,0.0
Iceland,ISL,2007,0.0
Iceland,ISL,2008,0.0
Iceland,ISL,2009,0.0
Iceland,ISL,2010,0.0
Iceland,ISL,2011,0.0
Iceland,ISL,2012,0.0
Iceland,ISL,2013,0.0
Iceland,ISL,2014,0.0
Iceland,ISL,2015,0.0
Iceland,ISL,2016,0.0
Iceland,ISL,2017,0.0
Iceland,ISL,2018,0.0
Iceland,ISL,2019,0.0
Iceland,ISL,2020,0.0
Iceland,ISL,2021,0.0
Iceland,ISL,2022,4.9718055e-06
Iceland,ISL,2023,2.349586e-05
India,IND,1971,0.0
India,IND,1972,0.0
India,IND,1973,0.0
India,IND,1974,0.0
India,IND,1975,0.0
India,IND,1976,0.0
India,IND,1977,0.0
India,IND,1978,0.0
India,IND,1979,0.0
India,IND,1980,0.0
India,IND,1981,0.0
India,IND,1982,0.0
India,IND,1983,0.0
India,IND,1984,0.0
India,IND,1985,0.0
India,IND,1986,0.0
India,IND,1987,0.0
India,IND,1988,0.0
India,IND,1989,0.0
India,IND,1990,0.0
India,IND,1991,0.0
India,IND,1992,0.0
India,IND,1993,0.0
India,IND,1994,0.0
India,IND,1995,0.0029868612
India,IND,1996,0.017921139
India,IND,1997,0.017921139
India,IND,1998,0.017921139
India,IND,1999,0.017921139
India,IND,2000,0.020908
India,IND,2001,0.03264222
India,IND,2002,0.038328055
India,IND,2003,0.046870552
India,IND,2004,0.05239361
India,IND,2005,0.05206194
India,IND,2006,0.020486915
India,IND,2007,0.16682972
India,IND,2008,0.1770336
India,IND,2009,0.20945333
India,IND,2010,0.31364027
India,IND,2011,2.281407
India,IND,2012,5.7553225
India,IND,2013,9.3563595
India,IND,2014,13.298961
India,IND,2015,17.683079
India,IND,2016,30.935793
India,IND,2017,57.33638
India,IND,2018,96.122734
India,IND,2019,121.96038
India,IND,2020,154.11977
India,IND,2021,178.73424
India,IND,2022,248.08994
India,IND,2023,294.5991
Indonesia,IDN,1971,0.0
Indonesia,IDN,1972,0.0
Indonesia,IDN,1973,0.0
Indonesia,IDN,1974,0.0
Indonesia,IDN,1975,0.0
Indonesia,IDN,1976,0.0
Indonesia,IDN,1977,0.0
Indonesia,IDN,1978,0.0
Indonesia,IDN,1979,0.0
Indonesia,IDN,1980,0.0
Indonesia,IDN,1981,0.0
Indonesia,IDN,1982,0.0
Indonesia,IDN,1983,0.0
Indonesia,IDN,1984,0.0
Indonesia,IDN,1985,0.0
Indonesia,IDN,1986,0.0
Indonesia,IDN,1987,0.0
Indonesia,IDN,1988,0.0
Indonesia,IDN,1989,0.0
Indonesia,IDN,1990,0.0
Indonesia,IDN,1991,0.0
Indonesia,IDN,1992,0.0
Indonesia,IDN,1993,0.0
Indonesia,IDN,1994,0.0
Indonesia,IDN,1995,0.0
Indonesia,IDN,1996,0.0
Indonesia,IDN,1997,0.0
Indonesia,IDN,1998,0.0
Indonesia,IDN,1999,0.0
Indonesia,IDN,2000,0.0
Indonesia,IDN,2001,0.0
Indonesia,IDN,2002,0.0
Indonesia,IDN,2003,0.0
Indonesia,IDN,2004,0.0
Indonesia,IDN,2005,0.0
Indonesia,IDN,2006,0.0
Indonesia,IDN,2007,0.0
Indonesia,IDN,2008,0.00028100557
Indonesia,IDN,2009,0.0002792722
Indonesia,IDN,2010,0.0014432999
Indonesia,IDN,2011,0.0021241638
Indonesia,IDN,2012,0.008253222
Indonesia,IDN,2013,0.014989805
Indonesia,IDN,2014,0.018448943
Indonesia,IDN,2015,0.014218888
Indonesia,IDN,2016,0.056458607
Indonesia,IDN,2017,0.077310555
Indonesia,IDN,2018,0.23882972
Indonesia,IDN,2019,0.31178278
Indonesia,IDN,2020,0.44901666
Indonesia,IDN,2021,0.50402445
Indonesia,IDN,2022,1.1568639
Indonesia,IDN,2023,1.8517952
Iran,IRN,1990,0.0
Iran,IRN,1991,0.0
Iran,IRN,1992,0.0
Iran,IRN,1993,0.0
Iran,IRN,1994,0.0
Iran,IRN,1995,0.0
Iran,IRN,1996,0.0
Iran,IRN,1997,0.0
Iran,IRN,1998,0.0
Iran,IRN,1999,0.0
Iran,IRN,2000,0.0
Iran,IRN,2001,0.0
Iran,IRN,2002,0.0
Iran,IRN,2003,0.0
Iran,IRN,2004,0.0
Iran,IRN,2005,0.0
Iran,IRN,2006,0.00028454166
Iran,IRN,2007,0.00028276112
Iran,IRN,2008,0.00056201115
Iran,IRN,2009,0.0008378139
Iran,IRN,2010,0.0019429055
Iran,IRN,2011,0.0019310584
Iran,IRN,2012,0.0019193555
Iran,IRN,2013,0.0019077917
Iran,IRN,2014,0.0018963694
Iran,IRN,2015,0.004039472
Iran,IRN,2016,0.013385193
Iran,IRN,2017,0.22835195
Iran,IRN,2018,0.5868647
Iran,IRN,2019,1.3455929
Iran,IRN,2020,1.533406
Iran,IRN,2021,1.5277939
Iran,IRN,2022,1.8011166
Iran,IRN,2023,1.9797261
Iraq,IRQ,1990,0.0
Iraq,IRQ,1991,0.0
Iraq,IRQ,1992,0.0
Iraq,IRQ,1993,0.0
Iraq,IRQ,1994,0.0
Iraq,IRQ,1995,0.0
Iraq,IRQ,1996,0.0
Iraq,IRQ,1997,0.0
Iraq,IRQ,1998,0.0
Iraq,IRQ,1999,0.0
Iraq,IRQ,2000,0.0
Iraq,IRQ,2001,0.0
Iraq,IRQ,2002,0.0
Iraq,IRQ,2003,0.0
Iraq,IRQ,2004,0.0
Iraq,IRQ,2005,0.0
Iraq,IRQ,2006,0.0
Iraq,IRQ,2007,0.0
Iraq,IRQ,2008,0.0
Iraq,IRQ,2009,0.0
Iraq,IRQ,2010,0.0
Iraq,IRQ,2011,0.0
Iraq,IRQ,2012,0.0
Iraq,IRQ,2013,0.12618694
Iraq,IRQ,2014,0.15523139
Iraq,IRQ,2015,0.15432082
Iraq,IRQ,2016,0.1534075
Iraq,IRQ,2017,0.15250528
Iraq,IRQ,2018,0.99623525
Iraq,IRQ,2019,0.9925622
Iraq,IRQ,2020,0.99162555
Iraq,IRQ,2021,0.98529667
Iraq,IRQ,2022,1.1008552
Iraq,IRQ,2023,1.0968553
Ireland,IRL,1990,0.0
Ireland,IRL,1991,0.0
Ireland,IRL,1992,0.0
Ireland,IRL,1993,0.0
Ireland,IRL,1994,0.0
Ireland,IRL,1995,0.0
Ireland,IRL,1996,0.0
Ireland,IRL,1997,0.0
Ireland,IRL,1998,0.0
Ireland,IRL,1999,0.0
Ireland,IRL,2000,0.0
Ireland,IRL,2001,0.0
Ireland,IRL,2002,0.0
Ireland,IRL,2003,0.0
Ireland,IRL,2004,0.0
Ireland,IRL,2005,0.0
Ireland,IRL,2006,0.0
Ireland,IRL,2007,0.0
Ireland,IRL,2008,0.0
Ireland,IRL,2009,0.0011847694
Ireland,IRL,2010,0.0013214721
Ireland,IRL,2011,0.0014954138
Ireland,IRL,2012,0.0017710944
Ireland,IRL,2013,0.0019063306
Ireland,IRL,2014,0.0025633888
Ireland,IRL,2015,0.004353528
Ireland,IRL,2016,0.01266775
Ireland,IRL,2017,0.026293555
Ireland,IRL,2018,0.04723694
Ireland,IRL,2019,0.087675
Ireland,IRL,2020,0.1396425
Ireland,IRL,2021,0.2078086
Ireland,IRL,2022,0.38662776
Ireland,IRL,2023,1.0784339
Israel,ISR,1990,0.0
Israel,ISR,1991,0.0
Israel,ISR,1992,0.0
Israel,ISR,1993,0.0
Israel,ISR,1994,0.0
Israel,ISR,1995,0.0
Israel,ISR,1996,0.0
Israel,ISR,1997,0.0
Israel,ISR,1998,0.0
Israel,ISR,1999,0.0
Israel,ISR,2000,0.0
Israel,ISR,2001,0.0
Israel,ISR,2002,0.0
Israel,ISR,2003,0.0
Israel,ISR,2004,0.0
Israel,ISR,2005,0.0
Israel,ISR,2006,0.0
Israel,ISR,2007,0.0
Israel,ISR,2008,0.0
Israel,ISR,2009,0.067025
Israel,ISR,2010,0.19429055
Israel,ISR,2011,0.52966166
Israel,ISR,2012,1.0117742
Israel,ISR,2013,1.3215553
Israel,ISR,2014,2.2767258
Israel,ISR,2015,3.275193
Israel,ISR,2016,4.378295
Israel,ISR,2017,4.3725
Israel,ISR,2018,4.836389
Israel,ISR,2019,8.209736
Israel,ISR,2020,10.933242
Israel,ISR,2021,14.001053
Israel,ISR,2022,15.8607645
Israel,ISR,2023,19.515375
Italy,ITA,1965,0.0
Italy,ITA,1966,0.0
Italy,ITA,1967,0.0
Italy,ITA,1968,0.0
Italy,ITA,1969,0.0
Italy,ITA,1970,0.0
Italy,ITA,1971,0.0
Italy,ITA,1972,0.0
Italy,ITA,1973,0.0
Italy,ITA,1974,0.0
Italy,ITA,1975,0.0
Italy,ITA,1976,0.0
Italy,ITA,1977,0.0
Italy,ITA,1978,0.0
Italy,ITA,1979,0.0
Italy,ITA,1980,0.0
Italy,ITA,1981,0.0
Italy,ITA,1982,0.0
Italy,ITA,1983,0.0
Italy,ITA,1984,0.0
Italy,ITA,1985,0.0
Italy,ITA,1986,0.0
Italy,ITA,1987,0.0
Italy,ITA,1988,0.0
Italy,ITA,1989,0.0059737223
Italy,ITA,1990,0.011827944
Italy,ITA,1991,0.014784943
Italy,ITA,1992,0.026612887
Italy,ITA,1993,0.032526944
Italy,ITA,1994,0.032526944
Italy,ITA,1995,0.03844083
Italy,ITA,1996,0.041397776
Italy,ITA,1997,0.044354722
Italy,ITA,1998,0.047311943
Italy,ITA,1999,0.050268885
Italy,ITA,2000,0.05322583
Italy,ITA,2001,0.055818055
Italy,ITA,2002,0.061295554
Italy,ITA,2003,0.069603056
Italy,ITA,2004,0.083567776
Italy,ITA,2005,0.08876583
Italy,ITA,2006,0.09958917
Italy,ITA,2007,0.11027721
Italy,ITA,2008,0.5423411
Italy,ITA,2009,1.890666
Italy,ITA,2010,5.2894206
Italy,ITA,2011,29.781607
Italy,ITA,2012,51.717564
Italy,ITA,2013,58.837955
Italy,ITA,2014,60.43022
Italy,ITA,2015,61.782707
Italy,ITA,2016,59.17404
Italy,ITA,2017,64.87614
Italy,ITA,2018,59.935772
Italy,ITA,2019,62.443287
Italy,ITA,2020,65.50359
Italy,ITA,2021,65.518974
Italy,ITA,2022,73.31654
Italy,ITA,2023,81.11822
Japan,JPN,1965,0.0
Japan,JPN,1966,0.0
Japan,JPN,1967,0.0
Japan,JPN,1968,0.0
Japan,JPN,1969,0.0
Japan,JPN,1970,0.0
Japan,JPN,1971,0.0
Japan,JPN,1972,0.0
Japan,JPN,1973,0.0
Japan,JPN,1974,0.0
Japan,JPN,1975,0.0
Japan,JPN,1976,0.0
Japan,JPN,1977,0.0
Japan,JPN,1978,0.0
Japan,JPN,1979,0.0
Japan,JPN,1980,0.0
Japan,JPN,1981,0.0
Japan,JPN,1982,0.0
Japan,JPN,1983,0.0
Japan,JPN,1984,0.0
Japan,JPN,1985,0.0
Japan,JPN,1986,0.0
Japan,JPN,1987,0.0
Japan,JPN,1988,0.0
Japan,JPN,1989,0.0
Japan,JPN,1990,0.002957
Japan,JPN,1991,0.002957
Japan,JPN,1992,0.031048333
Japan,JPN,1993,0.06653222
Japan,JPN,1994,0.08575278
Japan,JPN,1995,0.116801105
Japan,JPN,1996,0.16115583
Japan,JPN,1997,0.28476638
Japan,JPN,1998,0.4235775
Japan,JPN,1999,0.6446975
Japan,JPN,2000,1.0173867
Japan,JPN,2001,1.4681277
Japan,JPN,2002,2.0274808
Japan,JPN,2003,2.7665877
Japan,JPN,2004,3.6643724
Japan,JPN,2005,4.6676173
Japan,JPN,2006,5.6783752
Japan,JPN,2007,6.5387816
Japan,JPN,2008,7.28921
Japan,JPN,2009,8.5052395
Japan,JPN,2010,11.050631
Japan,JPN,2011,15.004736
Japan,JPN,2012,20.213282
Japan,JPN,2013,35.181824
Japan,JPN,2014,63.79429
Japan,JPN,2015,93.01573
Japan,JPN,2016,115.98451
Japan,JPN,2017,143.81837
Japan,JPN,2018,161.97726
Japan,JPN,2019,177.74182
Japan,JPN,2020,199.38988
Japan,JPN,2021,220.27634
Japan,JPN,2022,237.43385
Japan,JPN,2023,251.95668
Kazakhstan,KAZ,1990,0.0
Kazakhstan,KAZ,1991,0.0
Kazakhstan,KAZ,1992,0.0
Kazakhstan,KAZ,1993,0.0
Kazakhstan,KAZ,1994,0.0
Kazakhstan,KAZ,1995,0.0
Kazakhstan,KAZ,1996,0.0
Kazakhstan,KAZ,1997,0.0
Kazakhstan,KAZ,1998,0.0
Kazakhstan,KAZ,1999,0.0
Kazakhstan,KAZ,2000,0.0
Kazakhstan,KAZ,2001,0.0
Kazakhstan,KAZ,2002,0.0
Kazakhstan,KAZ,2003,0.0
Kazakhstan,KAZ,2004,0.0
Kazakhstan,KAZ,2005,0.0
Kazakhstan,KAZ,2006,0.0
Kazakhstan,KAZ,2007,0.0
Kazakhstan,KAZ,2008,0.0
Kazakhstan,KAZ,2009,0.0
Kazakhstan,KAZ,2010,0.0
Kazakhstan,KAZ,2011,0.0
Kazakhstan,KAZ,2012,5.7580553e-05
Kazakhstan,KAZ,2013,0.0021459945
Kazakhstan,KAZ,2014,0.0033565834
Kazakhstan,KAZ,2015,0.12433722
Kazakhstan,KAZ,2016,0.23665832
Kazakhstan,KAZ,2017,0.24655667
Kazakhstan,KAZ,2018,0.37374496
Kazakhstan,KAZ,2019,1.0312475
Kazakhstan,KAZ,2020,3.2499535
Kazakhstan,KAZ,2021,4.2627482
Kazakhstan,KAZ,2022,4.6210365
Kazakhstan,KAZ,2023,5.0851903
Kuwait,KWT,1990,0.0
Kuwait,KWT,1991,0.0
Kuwait,KWT,1992,0.0
Kuwait,KWT,1993,0.0
Kuwait,KWT,1994,0.0
Kuwait,KWT,1995,0.0
Kuwait,KWT,1996,0.0
Kuwait,KWT,1997,0.0
Kuwait,KWT,1998,0.0
Kuwait,KWT,1999,0.0
Kuwait,KWT,2000,0.0
Kuwait,KWT,2001,0.0
Kuwait,KWT,2002,0.0
Kuwait,KWT,2003,0.0
Kuwait,KWT,2004,0.0
Kuwait,KWT,2005,0.0
Kuwait,KWT,2006,0.0
Kuwait,KWT,2007,0.0
Kuwait,KWT,2008,0.0
Kuwait,KWT,2009,0.0
Kuwait,KWT,2010,0.0
Kuwait,KWT,2011,0.0
Kuwait,KWT,2012,0.0
Kuwait,KWT,2013,0.00049602496
Kuwait,KWT,2014,0.008880416
Kuwait,KWT,2015,0.0137072215
Kuwait,KWT,2016,0.13067694
Kuwait,KWT,2017,0.13640167
Kuwait,KWT,2018,0.14078972
Kuwait,KWT,2019,0.15430444
Kuwait,KWT,2020,0.15415888
Kuwait,KWT,2021,0.46846527
Kuwait,KWT,2022,0.37557554
Kuwait,KWT,2023,0.33577776
Latvia,LVA,1990,0.0
Latvia,LVA,1991,0.0
Latvia,LVA,1992,0.0
Latvia,LVA,1993,0.0
Latvia,LVA,1994,0.0
Latvia,LVA,1995,0.0
Latvia,LVA,1996,0.0
Latvia,LVA,1997,0.0
Latvia,LVA,1998,0.0
Latvia,LVA,1999,0.0
Latvia,LVA,2000,0.0
Latvia,LVA,2001,0.0
Latvia,LVA,2002,0.0
Latvia,LVA,2003,0.0
Latvia,LVA,2004,0.0
Latvia,LVA,2005,0.0
Latvia,LVA,2006,0.0
Latvia,LVA,2007,0.0
Latvia,LVA,2008,0.0
Latvia,LVA,2009,0.0
Latvia,LVA,2010,0.0
Latvia,LVA,2011,0.00055173057
Latvia,LVA,2012,0.0005483861
Latvia,LVA,2013,0.0005450833
Latvia,LVA,2014,0.00054181943
Latvia,LVA,2015,0.00053859444
Latvia,LVA,2016,0.0010226277
Latvia,LVA,2017,0.0011709667
Latvia,LVA,2018,0.003368
Latvia,LVA,2019,0.008269056
Latvia,LVA,2020,0.012729611
Latvia,LVA,2021,0.017785555
Latvia,LVA,2022,0.10761222
Latvia,LVA,2023,0.12209
Lithuania,LTU,1990,0.0
Lithuania,LTU,1991,0.0
Lithuania,LTU,1992,0.0
Lithuania,LTU,1993,0.0
Lithuania,LTU,1994,0.0
Lithuania,LTU,1995,0.0
Lithuania,LTU,1996,0.0
Lithuania,LTU,1997,0.0
Lithuania,LTU,1998,0.0
Lithuania,LTU,1999,0.0
Lithuania,LTU,2000,0.0
Lithuania,LTU,2001,0.0
Lithuania,LTU,2002,0.0
Lithuania,LTU,2003,0.0
Lithuania,LTU,2004,0.0
Lithuania,LTU,2005,0.0
Lithuania,LTU,2006,0.0
Lithuania,LTU,2007,0.0
Lithuania,LTU,2008,0.0
Lithuania,LTU,2009,0.0
Lithuania,LTU,2010,0.0
Lithuania,LTU,2011,0.00027586555
Lithuania,LTU,2012,0.0063064443
Lithuania,LTU,2013,0.12209861
Lithuania,LTU,2014,0.19776416
Lithuania,LTU,2015,0.197395
Lithuania,LTU,2016,0.17802306
Lithuania,LTU,2017,0.18096778
Lithuania,LTU,2018,0.22912
Lithuania,LTU,2019,0.24013695
Lithuania,LTU,2020,0.3382661
Lithuania,LTU,2021,0.49926195
Lithuania,LTU,2022,0.89216137
Lithuania,LTU,2023,0.9309261
Lower-middle-income countries,,1965,0.0
Lower-middle-income countries,,1966,0.0
Lower-middle-income countries,,1967,0.0
Lower-middle-income countries,,1968,0.0
Lower-middle-income countries,,1969,0.0
Lower-middle-income countries,,1970,0.0
Lower-middle-income countries,,1971,0.0
Lower-middle-income countries,,1972,0.0
Lower-middle-income countries,,1973,0.0
Lower-middle-income countries,,1974,0.0
Lower-middle-income countries,,1975,0.0
Lower-middle-income countries,,1976,0.0
Lower-middle-income countries,,1977,0.0
Lower-middle-income countries,,1978,0.0
Lower-middle-income countries,,1979,0.0
Lower-middle-income countries,,1980,0.0
Lower-middle-income countries,,1981,0.0
Lower-middle-income countries,,1982,0.0
Lower-middle-income countries,,1983,0.0
Lower-middle-income countries,,1984,0.0
Lower-middle-income countries,,1985,0.0
Lower-middle-income countries,,1986,0.0
Lower-middle-income countries,,1987,0.0
Lower-middle-income countries,,1988,0.0
Lower-middle-income countries,,1989,0.0
Lower-middle-income countries,,1990,0.0
Lower-middle-income countries,,1991,0.0
Lower-middle-income countries,,1992,0.0
Lower-middle-income countries,,1993,0.0
Lower-middle-income countries,,1994,0.0
Lower-middle-income countries,,1995,0.0029868612
Lower-middle-income countries,,1996,0.017921139
Lower-middle-income countries,,1997,0.017921139
Lower-middle-income countries,,1998,0.017921139
Lower-middle-income countries,,1999,0.017921139
Lower-middle-income countries,,2000,0.022806386
Lower-middle-income countries,,2001,0.037980463
Lower-middle-income countries,,2002,0.046115864
Lower-middle-income countries,,2003,0.059500597
Lower-middle-income countries,,2004,0.07128016
Lower-middle-income countries,,2005,0.082515344
Lower-middle-income countries,,2006,0.05860623
Lower-middle-income countries,,2007,0.21754445
Lower-middle-income countries,,2008,0.25103968
Lower-middle-income countries,,2009,0.3361024
Lower-middle-income countries,,2010,0.61092275
Lower-middle-income countries,,2011,3.550057
Lower-middle-income countries,,2012,8.782839
Lower-middle-income countries,,2013,12.043009
Lower-middle-income countries,,2014,16.415087
Lower-middle-income countries,,2015,21.521587
Lower-middle-income countries,,2016,39.59238
Lower-middle-income countries,,2017,69.89691
Lower-middle-income countries,,2018,112.18921
Lower-middle-income countries,,2019,160.9051
Lower-middle-income countries,,2020,224.34383
Lower-middle-income countries,,2021,295.51215
Lower-middle-income countries,,2022,363.50708
Lower-middle-income countries,,2023,417.26895
Luxembourg,LUX,1990,0.0
Luxembourg,LUX,1991,0.0
Luxembourg,LUX,1992,0.0
Luxembourg,LUX,1993,0.0
Luxembourg,LUX,1994,0.0
Luxembourg,LUX,1995,0.0
Luxembourg,LUX,1996,0.0
Luxembourg,LUX,1997,0.0
Luxembourg,LUX,1998,0.0
Luxembourg,LUX,1999,0.0
Luxembourg,LUX,2000,0.000118279444
Luxembourg,LUX,2001,0.00013513833
Luxembourg,LUX,2002,0.00017221112
Luxembourg,LUX,2003,0.004057278
Luxembourg,LUX,2004,0.026508305
Luxembourg,LUX,2005,0.050676662
Luxembourg,LUX,2006,0.060077775
Luxembourg,LUX,2007,0.0591
Luxembourg,LUX,2008,0.05628833
Luxembourg,LUX,2009,0.056736667
Luxembourg,LUX,2010,0.058698054
Luxembourg,LUX,2011,0.07101889
Luxembourg,LUX,2012,0.10495305
Luxembourg,LUX,2013,0.20096694
Luxembourg,LUX,2014,0.2566628
Luxembourg,LUX,2015,0.27931777
Luxembourg,LUX,2016,0.2684747
Luxembourg,LUX,2017,0.28865165
Luxembourg,LUX,2018,0.3141139
Luxembourg,LUX,2019,0.3436914
Luxembourg,LUX,2020,0.42351806
Luxembourg,LUX,2021,0.4714911
Luxembourg,LUX,2022,0.7202681
Luxembourg,LUX,2023,0.78415495
Malaysia,MYS,1965,0.0
Malaysia,MYS,1966,0.0
Malaysia,MYS,1967,0.0
Malaysia,MYS,1968,0.0
Malaysia,MYS,1969,0.0
Malaysia,MYS,1970,0.0
Malaysia,MYS,1971,0.0
Malaysia,MYS,1972,0.0
Malaysia,MYS,1973,0.0
Malaysia,MYS,1974,0.0
Malaysia,MYS,1975,0.0
Malaysia,MYS,1976,0.0
Malaysia,MYS,1977,0.0
Malaysia,MYS,1978,0.0
Malaysia,MYS,1979,0.0
Malaysia,MYS,1980,0.0
Malaysia,MYS,1981,0.0
Malaysia,MYS,1982,0.0
Malaysia,MYS,1983,0.0
Malaysia,MYS,1984,0.0
Malaysia,MYS,1985,0.0
Malaysia,MYS,1986,0.0
Malaysia,MYS,1987,0.0
Malaysia,MYS,1988,0.0
Malaysia,MYS,1989,0.0
Malaysia,MYS,1990,0.0
Malaysia,MYS,1991,0.0
Malaysia,MYS,1992,0.0
Malaysia,MYS,1993,0.0
Malaysia,MYS,1994,0.0
Malaysia,MYS,1995,0.0
Malaysia,MYS,1996,0.0
Malaysia,MYS,1997,0.0
Malaysia,MYS,1998,0.0
Malaysia,MYS,1999,0.0
Malaysia,MYS,2000,0.0
Malaysia,MYS,2001,0.0
Malaysia,MYS,2002,0.0
Malaysia,MYS,2003,0.0
Malaysia,MYS,2004,0.0
Malaysia,MYS,2005,0.0
Malaysia,MYS,2006,0.0
Malaysia,MYS,2007,0.0
Malaysia,MYS,2008,0.0
Malaysia,MYS,2009,0.0
Malaysia,MYS,2010,0.0
Malaysia,MYS,2011,0.0
Malaysia,MYS,2012,0.019193556
Malaysia,MYS,2013,0.38428387
Malaysia,MYS,2014,0.61496526
Malaysia,MYS,2015,0.7351814
Malaysia,MYS,2016,0.82988167
Malaysia,MYS,2017,0.8782258
Malaysia,MYS,2018,1.6720997
Malaysia,MYS,2019,3.8458836
Malaysia,MYS,2020,5.4075294
Malaysia,MYS,2021,6.0288234
Malaysia,MYS,2022,7.1748347
Malaysia,MYS,2023,8.412269
Mexico,MEX,1971,0.0
Mexico,MEX,1972,0.0
Mexico,MEX,1973,0.0
Mexico,MEX,1974,0.0
Mexico,MEX,1975,0.0
Mexico,MEX,1976,0.0
Mexico,MEX,1977,0.0
Mexico,MEX,1978,0.0
Mexico,MEX,1979,0.0
Mexico,MEX,1980,0.0
Mexico,MEX,1981,0.0
Mexico,MEX,1982,0.0
Mexico,MEX,1983,0.0
Mexico,MEX,1984,0.0
Mexico,MEX,1985,0.0
Mexico,MEX,1986,0.0
